feature,shap_importance,perm_importance,shap_rank,perm_rank,rank_gap,fold,model
addr_state,0.15364312656163115,-0.0022028699209086624,3.0,96.0,93.0,2014,logistic_woe
revol_bal,0.07140278978226935,-0.000775272134235408,13.0,95.0,82.0,2014,logistic_woe
revol_util,0.06983179049779142,-0.0004362169262278781,14.0,94.0,80.0,2014,logistic_woe
total_acc,0.03560676134573957,-0.00014129571021574138,18.0,92.0,74.0,2014,logistic_woe
mths_since_last_record,0.0030613366070925976,-0.00018527999668179474,20.0,93.0,73.0,2014,logistic_woe
term,0.0798491130879728,0.0034222841319781344,12.0,4.0,8.0,2014,logistic_woe
open_acc,0.08905753694467015,0.0002522542952616169,9.0,15.0,6.0,2014,logistic_woe
credit_history_months,0.05308664361593245,0.0019386029076312234,15.0,9.0,6.0,2014,logistic_woe
collections_12_mths_ex_med,0.0,0.0,23.0,18.0,5.0,2014,logistic_woe
bc_open_to_buy,0.0,0.0,23.0,18.0,5.0,2014,logistic_woe
acc_open_past_24mths,0.0,0.0,23.0,18.0,5.0,2014,logistic_woe
acc_now_delinq,0.0,0.0,23.0,18.0,5.0,2014,logistic_woe
annual_inc_joint,0.0,0.0,23.0,18.0,5.0,2014,logistic_woe
application_type,0.0,0.0,23.0,18.0,5.0,2014,logistic_woe
avg_cur_bal,0.0,0.0,23.0,18.0,5.0,2014,logistic_woe
all_util,0.0,0.0,23.0,18.0,5.0,2014,logistic_woe
mo_sin_old_rev_tl_op,0.0,0.0,23.0,18.0,5.0,2014,logistic_woe
initial_list_status,0.0,0.0,23.0,18.0,5.0,2014,logistic_woe
il_util,0.0,0.0,23.0,18.0,5.0,2014,logistic_woe
home_ownership,0.0025393317296079363,5.742047518154103e-05,21.0,16.0,5.0,2014,logistic_woe
max_bal_bc,0.0,0.0,23.0,18.0,5.0,2014,logistic_woe
inq_last_6mths,0.1180692306998618,0.004241632103167145,7.0,2.0,5.0,2014,logistic_woe
inq_last_12m,0.0,0.0,23.0,18.0,5.0,2014,logistic_woe
inq_fi,0.0,0.0,23.0,18.0,5.0,2014,logistic_woe
mo_sin_rcnt_rev_tl_op,0.0,0.0,23.0,18.0,5.0,2014,logistic_woe
mo_sin_old_il_acct,0.0,0.0,23.0,18.0,5.0,2014,logistic_woe
chargeoff_within_12_mths,0.0,0.0,23.0,18.0,5.0,2014,logistic_woe
bc_util,0.0,0.0,23.0,18.0,5.0,2014,logistic_woe
delinq_amnt,0.0,0.0,23.0,18.0,5.0,2014,logistic_woe
delinq_2yrs,0.0003166358231412415,4.181324011259813e-06,22.0,17.0,5.0,2014,logistic_woe
disbursement_method,0.0,0.0,23.0,18.0,5.0,2014,logistic_woe
dti_joint,0.0,0.0,23.0,18.0,5.0,2014,logistic_woe
total_bal_ex_mort,0.0,0.0,23.0,18.0,5.0,2014,logistic_woe
pct_tl_nvr_dlq,0.0,0.0,23.0,18.0,5.0,2014,logistic_woe
open_rv_12m,0.0,0.0,23.0,18.0,5.0,2014,logistic_woe
open_rv_24m,0.0,0.0,23.0,18.0,5.0,2014,logistic_woe
revol_bal_joint,0.0,0.0,23.0,18.0,5.0,2014,logistic_woe
pub_rec_bankruptcies,0.044083334898220604,0.001451992585193368,16.0,11.0,5.0,2014,logistic_woe
mths_since_last_major_derog,0.0,0.0,23.0,18.0,5.0,2014,logistic_woe
mo_sin_rcnt_tl,0.0,0.0,23.0,18.0,5.0,2014,logistic_woe
num_actv_rev_tl,0.0,0.0,23.0,18.0,5.0,2014,logistic_woe
mths_since_recent_revol_delinq,0.0,0.0,23.0,18.0,5.0,2014,logistic_woe
num_accts_ever_120_pd,0.0,0.0,23.0,18.0,5.0,2014,logistic_woe
num_actv_bc_tl,0.0,0.0,23.0,18.0,5.0,2014,logistic_woe
mths_since_recent_bc,0.0,0.0,23.0,18.0,5.0,2014,logistic_woe
mths_since_rcnt_il,0.0,0.0,23.0,18.0,5.0,2014,logistic_woe
mths_since_recent_bc_dlq,0.0,0.0,23.0,18.0,5.0,2014,logistic_woe
mort_acc,0.0,0.0,23.0,18.0,5.0,2014,logistic_woe
num_tl_op_past_12m,0.0,0.0,23.0,18.0,5.0,2014,logistic_woe
num_op_rev_tl,0.0,0.0,23.0,18.0,5.0,2014,logistic_woe
num_rev_tl_bal_gt_0,0.0,0.0,23.0,18.0,5.0,2014,logistic_woe
num_rev_accts,0.0,0.0,23.0,18.0,5.0,2014,logistic_woe
num_tl_120dpd_2m,0.0,0.0,23.0,18.0,5.0,2014,logistic_woe
num_tl_30dpd,0.0,0.0,23.0,18.0,5.0,2014,logistic_woe
num_tl_90g_dpd_24m,0.0,0.0,23.0,18.0,5.0,2014,logistic_woe
num_sats,0.0,0.0,23.0,18.0,5.0,2014,logistic_woe
open_il_24m,0.0,0.0,23.0,18.0,5.0,2014,logistic_woe
open_acc_6m,0.0,0.0,23.0,18.0,5.0,2014,logistic_woe
open_act_il,0.0,0.0,23.0,18.0,5.0,2014,logistic_woe
open_il_12m,0.0,0.0,23.0,18.0,5.0,2014,logistic_woe
num_bc_tl,0.0,0.0,23.0,18.0,5.0,2014,logistic_woe
num_bc_sats,0.0,0.0,23.0,18.0,5.0,2014,logistic_woe
num_il_tl,0.0,0.0,23.0,18.0,5.0,2014,logistic_woe
mths_since_recent_inq,0.0,0.0,23.0,18.0,5.0,2014,logistic_woe
total_il_high_credit_limit,0.0,0.0,23.0,18.0,5.0,2014,logistic_woe
sec_app_open_acc,0.0,0.0,23.0,18.0,5.0,2014,logistic_woe
sec_app_revol_util,0.0,0.0,23.0,18.0,5.0,2014,logistic_woe
sec_app_open_act_il,0.0,0.0,23.0,18.0,5.0,2014,logistic_woe
tax_liens,0.0,0.0,23.0,18.0,5.0,2014,logistic_woe
tot_coll_amt,0.0,0.0,23.0,18.0,5.0,2014,logistic_woe
percent_bc_gt_75,0.0,0.0,23.0,18.0,5.0,2014,logistic_woe
pub_rec,0.022967272955959905,0.0007160776112632106,19.0,14.0,5.0,2014,logistic_woe
sec_app_mort_acc,0.0,0.0,23.0,18.0,5.0,2014,logistic_woe
sec_app_fico_range_high,0.0,0.0,23.0,18.0,5.0,2014,logistic_woe
sec_app_fico_range_low,0.0,0.0,23.0,18.0,5.0,2014,logistic_woe
sec_app_inq_last_6mths,0.0,0.0,23.0,18.0,5.0,2014,logistic_woe
sec_app_num_rev_accts,0.0,0.0,23.0,18.0,5.0,2014,logistic_woe
sec_app_mths_since_last_major_derog,0.0,0.0,23.0,18.0,5.0,2014,logistic_woe
sec_app_chargeoff_within_12_mths,0.0,0.0,23.0,18.0,5.0,2014,logistic_woe
sec_app_collections_12_mths_ex_med,0.0,0.0,23.0,18.0,5.0,2014,logistic_woe
verification_status,0.03846099328698037,0.001090840403411511,17.0,12.0,5.0,2014,logistic_woe
total_bal_il,0.0,0.0,23.0,18.0,5.0,2014,logistic_woe
total_bc_limit,0.0,0.0,23.0,18.0,5.0,2014,logistic_woe
total_cu_tl,0.0,0.0,23.0,18.0,5.0,2014,logistic_woe
verification_status_joint,0.0,0.0,23.0,18.0,5.0,2014,logistic_woe
total_rev_hi_lim,0.0,0.0,23.0,18.0,5.0,2014,logistic_woe
tot_cur_bal,0.0,0.0,23.0,18.0,5.0,2014,logistic_woe
tot_hi_cred_lim,0.0,0.0,23.0,18.0,5.0,2014,logistic_woe
loan_amnt,0.22179031485868939,0.0029213501903436355,1.0,5.0,4.0,2014,logistic_woe
fico_range_low,0.12968051112247783,0.0025874414173639284,5.0,8.0,3.0,2014,logistic_woe
purpose,0.14036182699075778,0.004524751613477948,4.0,1.0,3.0,2014,logistic_woe
fico_range_high,0.12968051112247783,0.002709038632667471,5.0,7.0,2.0,2014,logistic_woe
emp_length,0.1035330926255434,0.0027401099955249113,8.0,6.0,2.0,2014,logistic_woe
dti,0.08330674488588284,0.0008020338195780907,11.0,13.0,2.0,2014,logistic_woe
annual_inc,0.15554685132171678,0.0039048270077355783,2.0,3.0,1.0,2014,logistic_woe
mths_since_last_delinq,0.08865015059944752,0.0016033308898735805,10.0,10.0,0.0,2014,logistic_woe
dti,0.14297580791559836,-0.007158265036369754,7.0,96.0,89.0,2014,lightgbm
term,0.04291308802813959,-0.00010199345929684522,16.0,94.0,78.0,2014,lightgbm
verification_status,0.0365861861104784,-0.00035322428691907657,17.0,95.0,78.0,2014,lightgbm
mths_since_last_record,0.05490237610143328,0.005885791908404247,14.0,5.0,9.0,2014,lightgbm
pub_rec_bankruptcies,0.013543470921722926,0.0015106924731294491,19.0,13.0,6.0,2014,lightgbm
addr_state,0.3036253067277596,0.003781835786287438,2.0,8.0,6.0,2014,lightgbm
emp_length,0.11033883984704879,0.0008436196856863448,9.0,15.0,6.0,2014,lightgbm
acc_now_delinq,0.0,0.0,24.0,19.0,5.0,2014,lightgbm
delinq_amnt,0.0,0.0,24.0,19.0,5.0,2014,lightgbm
bc_util,0.0,0.0,24.0,19.0,5.0,2014,lightgbm
collections_12_mths_ex_med,0.0,0.0,24.0,19.0,5.0,2014,lightgbm
disbursement_method,0.0,0.0,24.0,19.0,5.0,2014,lightgbm
annual_inc_joint,0.0,0.0,24.0,19.0,5.0,2014,lightgbm
application_type,0.0,0.0,24.0,19.0,5.0,2014,lightgbm
acc_open_past_24mths,0.0,0.0,24.0,19.0,5.0,2014,lightgbm
all_util,0.0,0.0,24.0,19.0,5.0,2014,lightgbm
mo_sin_old_rev_tl_op,0.0,0.0,24.0,19.0,5.0,2014,lightgbm
mo_sin_rcnt_rev_tl_op,0.0,0.0,24.0,19.0,5.0,2014,lightgbm
mo_sin_old_il_acct,0.0,0.0,24.0,19.0,5.0,2014,lightgbm
max_bal_bc,0.0,0.0,24.0,19.0,5.0,2014,lightgbm
initial_list_status,0.0,0.0,24.0,19.0,5.0,2014,lightgbm
il_util,0.0,0.0,24.0,19.0,5.0,2014,lightgbm
inq_last_12m,0.0,0.0,24.0,19.0,5.0,2014,lightgbm
inq_fi,0.0,0.0,24.0,19.0,5.0,2014,lightgbm
mort_acc,0.0,0.0,24.0,19.0,5.0,2014,lightgbm
mths_since_last_major_derog,0.0,0.0,24.0,19.0,5.0,2014,lightgbm
mo_sin_rcnt_tl,0.0,0.0,24.0,19.0,5.0,2014,lightgbm
mths_since_recent_bc,0.0,0.0,24.0,19.0,5.0,2014,lightgbm
fico_range_low,0.0,0.0,24.0,19.0,5.0,2014,lightgbm
dti_joint,0.0,0.0,24.0,19.0,5.0,2014,lightgbm
avg_cur_bal,0.0,0.0,24.0,19.0,5.0,2014,lightgbm
bc_open_to_buy,0.0,0.0,24.0,19.0,5.0,2014,lightgbm
total_cu_tl,0.0,0.0,24.0,19.0,5.0,2014,lightgbm
pct_tl_nvr_dlq,0.0,0.0,24.0,19.0,5.0,2014,lightgbm
open_rv_12m,0.0,0.0,24.0,19.0,5.0,2014,lightgbm
percent_bc_gt_75,0.0,0.0,24.0,19.0,5.0,2014,lightgbm
sec_app_inq_last_6mths,0.0,0.0,24.0,19.0,5.0,2014,lightgbm
sec_app_fico_range_low,0.0,0.0,24.0,19.0,5.0,2014,lightgbm
sec_app_chargeoff_within_12_mths,0.0,0.0,24.0,19.0,5.0,2014,lightgbm
revol_bal_joint,0.0,0.0,24.0,19.0,5.0,2014,lightgbm
num_actv_rev_tl,0.0,0.0,24.0,19.0,5.0,2014,lightgbm
mths_since_recent_revol_delinq,0.0,0.0,24.0,19.0,5.0,2014,lightgbm
num_accts_ever_120_pd,0.0,0.0,24.0,19.0,5.0,2014,lightgbm
num_actv_bc_tl,0.0,0.0,24.0,19.0,5.0,2014,lightgbm
num_bc_tl,0.0,0.0,24.0,19.0,5.0,2014,lightgbm
mths_since_rcnt_il,0.0,0.0,24.0,19.0,5.0,2014,lightgbm
mths_since_recent_bc_dlq,0.0,0.0,24.0,19.0,5.0,2014,lightgbm
mths_since_recent_inq,0.0,0.0,24.0,19.0,5.0,2014,lightgbm
open_acc,0.04900231872886309,0.003214336197205825,15.0,10.0,5.0,2014,lightgbm
num_rev_accts,0.0,0.0,24.0,19.0,5.0,2014,lightgbm
num_rev_tl_bal_gt_0,0.0,0.0,24.0,19.0,5.0,2014,lightgbm
num_sats,0.0,0.0,24.0,19.0,5.0,2014,lightgbm
num_tl_120dpd_2m,0.0,0.0,24.0,19.0,5.0,2014,lightgbm
num_tl_30dpd,0.0,0.0,24.0,19.0,5.0,2014,lightgbm
num_tl_90g_dpd_24m,0.0,0.0,24.0,19.0,5.0,2014,lightgbm
num_tl_op_past_12m,0.0,0.0,24.0,19.0,5.0,2014,lightgbm
open_il_24m,0.0,0.0,24.0,19.0,5.0,2014,lightgbm
open_acc_6m,0.0,0.0,24.0,19.0,5.0,2014,lightgbm
open_act_il,0.0,0.0,24.0,19.0,5.0,2014,lightgbm
open_il_12m,0.0,0.0,24.0,19.0,5.0,2014,lightgbm
open_rv_24m,0.0,0.0,24.0,19.0,5.0,2014,lightgbm
num_bc_sats,0.0,0.0,24.0,19.0,5.0,2014,lightgbm
num_il_tl,0.0,0.0,24.0,19.0,5.0,2014,lightgbm
num_op_rev_tl,0.0,0.0,24.0,19.0,5.0,2014,lightgbm
total_rev_hi_lim,0.0,0.0,24.0,19.0,5.0,2014,lightgbm
total_il_high_credit_limit,0.0,0.0,24.0,19.0,5.0,2014,lightgbm
total_bc_limit,0.0,0.0,24.0,19.0,5.0,2014,lightgbm
total_bal_il,0.0,0.0,24.0,19.0,5.0,2014,lightgbm
tot_hi_cred_lim,0.0,0.0,24.0,19.0,5.0,2014,lightgbm
tot_cur_bal,0.0,0.0,24.0,19.0,5.0,2014,lightgbm
total_bal_ex_mort,0.0,0.0,24.0,19.0,5.0,2014,lightgbm
tot_coll_amt,0.0,0.0,24.0,19.0,5.0,2014,lightgbm
sec_app_mort_acc,0.0,0.0,24.0,19.0,5.0,2014,lightgbm
sec_app_mths_since_last_major_derog,0.0,0.0,24.0,19.0,5.0,2014,lightgbm
sec_app_num_rev_accts,0.0,0.0,24.0,19.0,5.0,2014,lightgbm
sec_app_open_acc,0.0,0.0,24.0,19.0,5.0,2014,lightgbm
sec_app_open_act_il,0.0,0.0,24.0,19.0,5.0,2014,lightgbm
sec_app_revol_util,0.0,0.0,24.0,19.0,5.0,2014,lightgbm
sec_app_fico_range_high,0.0,0.0,24.0,19.0,5.0,2014,lightgbm
sec_app_collections_12_mths_ex_med,0.0,0.0,24.0,19.0,5.0,2014,lightgbm
verification_status_joint,0.0,0.0,24.0,19.0,5.0,2014,lightgbm
chargeoff_within_12_mths,0.0003503396068315942,0.0,23.0,19.0,4.0,2014,lightgbm
home_ownership,0.003671770778935807,7.63482110364283e-05,21.0,17.0,4.0,2014,lightgbm
loan_amnt,0.2192645078221089,0.013095908020381731,5.0,1.0,4.0,2014,lightgbm
tax_liens,0.0010115930895204543,0.0,22.0,19.0,3.0,2014,lightgbm
delinq_2yrs,0.01817676590671353,0.00012989232301752472,18.0,16.0,2.0,2014,lightgbm
revol_bal,0.07355981905502305,0.0017678120863119178,13.0,11.0,2.0,2014,lightgbm
fico_range_high,0.40702011186038883,0.011582943787000536,1.0,3.0,2.0,2014,lightgbm
total_acc,0.07622036744162479,0.0009668502485700586,12.0,14.0,2.0,2014,lightgbm
pub_rec,0.006117449744123316,5.8919033640686404e-05,20.0,18.0,2.0,2014,lightgbm
annual_inc,0.30317272840330906,0.012029841968102709,3.0,2.0,1.0,2014,lightgbm
credit_history_months,0.14221684134707804,0.0038655571934266635,8.0,7.0,1.0,2014,lightgbm
revol_util,0.1030072329844668,0.0017419390042469618,11.0,12.0,1.0,2014,lightgbm
mths_since_last_delinq,0.10620676362590102,0.0036082378625460045,10.0,9.0,1.0,2014,lightgbm
inq_last_6mths,0.23756968326835254,0.006740936973433448,4.0,4.0,0.0,2014,lightgbm
purpose,0.1468045086431357,0.004773539386821987,6.0,6.0,0.0,2014,lightgbm
revol_util,0.09377718556459072,-0.001915918772486741,9.0,96.0,87.0,2015,logistic_woe
open_acc,0.02628307120331592,-0.00023387243731582964,16.0,95.0,79.0,2015,logistic_woe
total_acc,0.02114773143887766,-0.0001794458881545724,17.0,93.0,76.0,2015,logistic_woe
pub_rec,0.011792274249176038,-0.00022822008193523202,19.0,94.0,75.0,2015,logistic_woe
mths_since_last_record,0.008089878123554429,-7.572326360539838e-05,21.0,92.0,71.0,2015,logistic_woe
home_ownership,0.0032108212300547556,9.890125422765128e-05,22.0,16.0,6.0,2015,logistic_woe
all_util,0.0,0.0,23.0,18.0,5.0,2015,logistic_woe
acc_now_delinq,0.0,0.0,23.0,18.0,5.0,2015,logistic_woe
credit_history_months,0.061449754261797454,0.0029837136485232397,12.0,7.0,5.0,2015,logistic_woe
delinq_amnt,0.0,0.0,23.0,18.0,5.0,2015,logistic_woe
chargeoff_within_12_mths,0.0,0.0,23.0,18.0,5.0,2015,logistic_woe
acc_open_past_24mths,0.0,0.0,23.0,18.0,5.0,2015,logistic_woe
avg_cur_bal,0.0,0.0,23.0,18.0,5.0,2015,logistic_woe
application_type,0.0,0.0,23.0,18.0,5.0,2015,logistic_woe
bc_util,0.0,0.0,23.0,18.0,5.0,2015,logistic_woe
annual_inc_joint,0.0,0.0,23.0,18.0,5.0,2015,logistic_woe
mo_sin_old_rev_tl_op,0.0,0.0,23.0,18.0,5.0,2015,logistic_woe
mo_sin_rcnt_rev_tl_op,0.0,0.0,23.0,18.0,5.0,2015,logistic_woe
max_bal_bc,0.0,0.0,23.0,18.0,5.0,2015,logistic_woe
il_util,0.0,0.0,23.0,18.0,5.0,2015,logistic_woe
initial_list_status,0.0,0.0,23.0,18.0,5.0,2015,logistic_woe
mo_sin_old_il_acct,0.0,0.0,23.0,18.0,5.0,2015,logistic_woe
inq_last_12m,0.0,0.0,23.0,18.0,5.0,2015,logistic_woe
inq_fi,0.0,0.0,23.0,18.0,5.0,2015,logistic_woe
mo_sin_rcnt_tl,0.0,0.0,23.0,18.0,5.0,2015,logistic_woe
mths_since_last_major_derog,0.0,0.0,23.0,18.0,5.0,2015,logistic_woe
mths_since_recent_bc,0.0,0.0,23.0,18.0,5.0,2015,logistic_woe
collections_12_mths_ex_med,0.0,0.0,23.0,18.0,5.0,2015,logistic_woe
disbursement_method,0.0,0.0,23.0,18.0,5.0,2015,logistic_woe
fico_range_low,0.1365161828640469,0.002692812105064063,4.0,9.0,5.0,2015,logistic_woe
dti_joint,0.0,0.0,23.0,18.0,5.0,2015,logistic_woe
bc_open_to_buy,0.0,0.0,23.0,18.0,5.0,2015,logistic_woe
total_il_high_credit_limit,0.0,0.0,23.0,18.0,5.0,2015,logistic_woe
pct_tl_nvr_dlq,0.0,0.0,23.0,18.0,5.0,2015,logistic_woe
open_rv_12m,0.0,0.0,23.0,18.0,5.0,2015,logistic_woe
revol_bal_joint,0.0,0.0,23.0,18.0,5.0,2015,logistic_woe
sec_app_chargeoff_within_12_mths,0.0,0.0,23.0,18.0,5.0,2015,logistic_woe
sec_app_fico_range_low,0.0,0.0,23.0,18.0,5.0,2015,logistic_woe
sec_app_fico_range_high,0.0,0.0,23.0,18.0,5.0,2015,logistic_woe
percent_bc_gt_75,0.0,0.0,23.0,18.0,5.0,2015,logistic_woe
num_actv_rev_tl,0.0,0.0,23.0,18.0,5.0,2015,logistic_woe
mths_since_recent_revol_delinq,0.0,0.0,23.0,18.0,5.0,2015,logistic_woe
num_accts_ever_120_pd,0.0,0.0,23.0,18.0,5.0,2015,logistic_woe
num_actv_bc_tl,0.0,0.0,23.0,18.0,5.0,2015,logistic_woe
num_bc_tl,0.0,0.0,23.0,18.0,5.0,2015,logistic_woe
mths_since_rcnt_il,0.0,0.0,23.0,18.0,5.0,2015,logistic_woe
mths_since_recent_bc_dlq,0.0,0.0,23.0,18.0,5.0,2015,logistic_woe
mort_acc,0.0,0.0,23.0,18.0,5.0,2015,logistic_woe
num_tl_op_past_12m,0.0,0.0,23.0,18.0,5.0,2015,logistic_woe
num_op_rev_tl,0.0,0.0,23.0,18.0,5.0,2015,logistic_woe
num_rev_tl_bal_gt_0,0.0,0.0,23.0,18.0,5.0,2015,logistic_woe
num_rev_accts,0.0,0.0,23.0,18.0,5.0,2015,logistic_woe
num_tl_120dpd_2m,0.0,0.0,23.0,18.0,5.0,2015,logistic_woe
num_tl_30dpd,0.0,0.0,23.0,18.0,5.0,2015,logistic_woe
num_tl_90g_dpd_24m,0.0,0.0,23.0,18.0,5.0,2015,logistic_woe
num_sats,0.0,0.0,23.0,18.0,5.0,2015,logistic_woe
open_il_24m,0.0,0.0,23.0,18.0,5.0,2015,logistic_woe
open_acc_6m,0.0,0.0,23.0,18.0,5.0,2015,logistic_woe
open_act_il,0.0,0.0,23.0,18.0,5.0,2015,logistic_woe
open_il_12m,0.0,0.0,23.0,18.0,5.0,2015,logistic_woe
open_rv_24m,0.0,0.0,23.0,18.0,5.0,2015,logistic_woe
num_bc_sats,0.0,0.0,23.0,18.0,5.0,2015,logistic_woe
num_il_tl,0.0,0.0,23.0,18.0,5.0,2015,logistic_woe
mths_since_recent_inq,0.0,0.0,23.0,18.0,5.0,2015,logistic_woe
verification_status_joint,0.0,0.0,23.0,18.0,5.0,2015,logistic_woe
total_bal_il,0.0,0.0,23.0,18.0,5.0,2015,logistic_woe
total_bc_limit,0.0,0.0,23.0,18.0,5.0,2015,logistic_woe
sec_app_revol_util,0.0,0.0,23.0,18.0,5.0,2015,logistic_woe
tot_cur_bal,0.0,0.0,23.0,18.0,5.0,2015,logistic_woe
tot_coll_amt,0.0,0.0,23.0,18.0,5.0,2015,logistic_woe
tot_hi_cred_lim,0.0,0.0,23.0,18.0,5.0,2015,logistic_woe
total_bal_ex_mort,0.0,0.0,23.0,18.0,5.0,2015,logistic_woe
sec_app_mort_acc,0.0,0.0,23.0,18.0,5.0,2015,logistic_woe
sec_app_mths_since_last_major_derog,0.0,0.0,23.0,18.0,5.0,2015,logistic_woe
sec_app_num_rev_accts,0.0,0.0,23.0,18.0,5.0,2015,logistic_woe
sec_app_inq_last_6mths,0.0,0.0,23.0,18.0,5.0,2015,logistic_woe
sec_app_open_acc,0.0,0.0,23.0,18.0,5.0,2015,logistic_woe
tax_liens,0.0,0.0,23.0,18.0,5.0,2015,logistic_woe
sec_app_open_act_il,0.0,0.0,23.0,18.0,5.0,2015,logistic_woe
sec_app_collections_12_mths_ex_med,0.0,0.0,23.0,18.0,5.0,2015,logistic_woe
total_cu_tl,0.0,0.0,23.0,18.0,5.0,2015,logistic_woe
total_rev_hi_lim,0.0,0.0,23.0,18.0,5.0,2015,logistic_woe
addr_state,0.1196345837087101,0.001271690021098737,8.0,12.0,4.0,2015,logistic_woe
emp_length,0.06851384318560282,0.002727816328754895,11.0,8.0,3.0,2015,logistic_woe
dti,0.05158157859292458,0.0024106052623033836,13.0,10.0,3.0,2015,logistic_woe
delinq_2yrs,0.009806445668628391,5.5680080214470796e-05,20.0,17.0,3.0,2015,logistic_woe
annual_inc,0.20420818811103195,0.007075577199739269,1.0,4.0,3.0,2015,logistic_woe
inq_last_6mths,0.13206820442378317,0.008285698243511797,6.0,3.0,3.0,2015,logistic_woe
verification_status,0.01330917263699495,0.00045272517026170855,18.0,15.0,3.0,2015,logistic_woe
fico_range_high,0.1365161828640469,0.003668162402266156,4.0,6.0,2.0,2015,logistic_woe
loan_amnt,0.12782236154762472,0.006598733747217473,7.0,5.0,2.0,2015,logistic_woe
pub_rec_bankruptcies,0.027845075559688785,0.0008234078689696777,15.0,13.0,2.0,2015,logistic_woe
purpose,0.16379711359261645,0.009583496051029561,3.0,1.0,2.0,2015,logistic_woe
revol_bal,0.08181338006271426,0.0013753782702914108,10.0,11.0,1.0,2015,logistic_woe
mths_since_last_delinq,0.0342995467675081,0.0005739536764782505,14.0,14.0,0.0,2015,logistic_woe
term,0.18191013867218112,0.008871322434652024,2.0,2.0,0.0,2015,logistic_woe
emp_length,0.0762509681384423,-0.0005428342314979018,10.0,95.0,85.0,2015,lightgbm
verification_status,0.025811237456243367,-0.002112895309311291,17.0,96.0,79.0,2015,lightgbm
pub_rec,0.008937674466676026,-0.00012177177128195882,19.0,94.0,75.0,2015,lightgbm
revol_util,0.11366642607245109,0.0005344791506699809,8.0,14.0,6.0,2015,lightgbm
term,0.14305013489668078,0.0015771275901967808,6.0,12.0,6.0,2015,lightgbm
acc_now_delinq,0.0,0.0,24.0,19.0,5.0,2015,lightgbm
all_util,0.0,0.0,24.0,19.0,5.0,2015,lightgbm
acc_open_past_24mths,0.0,0.0,24.0,19.0,5.0,2015,lightgbm
delinq_amnt,0.0,0.0,24.0,19.0,5.0,2015,lightgbm
delinq_2yrs,0.005784209372904622,0.0004185568385592142,20.0,15.0,5.0,2015,lightgbm
collections_12_mths_ex_med,0.0,0.0,24.0,19.0,5.0,2015,lightgbm
credit_history_months,0.1018680825068301,0.00826105104155847,9.0,4.0,5.0,2015,lightgbm
avg_cur_bal,0.0,0.0,24.0,19.0,5.0,2015,lightgbm
application_type,0.0,0.0,24.0,19.0,5.0,2015,lightgbm
bc_util,0.0,0.0,24.0,19.0,5.0,2015,lightgbm
annual_inc_joint,0.0,0.0,24.0,19.0,5.0,2015,lightgbm
mo_sin_old_rev_tl_op,0.0,0.0,24.0,19.0,5.0,2015,lightgbm
mo_sin_rcnt_rev_tl_op,0.0,0.0,24.0,19.0,5.0,2015,lightgbm
max_bal_bc,0.0,0.0,24.0,19.0,5.0,2015,lightgbm
fico_range_low,0.0,0.0,24.0,19.0,5.0,2015,lightgbm
initial_list_status,0.0,0.0,24.0,19.0,5.0,2015,lightgbm
mo_sin_old_il_acct,0.0,0.0,24.0,19.0,5.0,2015,lightgbm
inq_last_12m,0.0,0.0,24.0,19.0,5.0,2015,lightgbm
inq_fi,0.0,0.0,24.0,19.0,5.0,2015,lightgbm
mths_since_last_record,0.03681217942981552,0.0018893009021181463,15.0,10.0,5.0,2015,lightgbm
mths_since_last_major_derog,0.0,0.0,24.0,19.0,5.0,2015,lightgbm
mort_acc,0.0,0.0,24.0,19.0,5.0,2015,lightgbm
mo_sin_rcnt_tl,0.0,0.0,24.0,19.0,5.0,2015,lightgbm
disbursement_method,0.0,0.0,24.0,19.0,5.0,2015,lightgbm
il_util,0.0,0.0,24.0,19.0,5.0,2015,lightgbm
dti_joint,0.0,0.0,24.0,19.0,5.0,2015,lightgbm
bc_open_to_buy,0.0,0.0,24.0,19.0,5.0,2015,lightgbm
total_cu_tl,0.0,0.0,24.0,19.0,5.0,2015,lightgbm
total_il_high_credit_limit,0.0,0.0,24.0,19.0,5.0,2015,lightgbm
open_rv_12m,0.0,0.0,24.0,19.0,5.0,2015,lightgbm
pct_tl_nvr_dlq,0.0,0.0,24.0,19.0,5.0,2015,lightgbm
sec_app_chargeoff_within_12_mths,0.0,0.0,24.0,19.0,5.0,2015,lightgbm
sec_app_fico_range_low,0.0,0.0,24.0,19.0,5.0,2015,lightgbm
revol_bal_joint,0.0,0.0,24.0,19.0,5.0,2015,lightgbm
percent_bc_gt_75,0.0,0.0,24.0,19.0,5.0,2015,lightgbm
num_actv_rev_tl,0.0,0.0,24.0,19.0,5.0,2015,lightgbm
mths_since_recent_revol_delinq,0.0,0.0,24.0,19.0,5.0,2015,lightgbm
num_accts_ever_120_pd,0.0,0.0,24.0,19.0,5.0,2015,lightgbm
num_actv_bc_tl,0.0,0.0,24.0,19.0,5.0,2015,lightgbm
mths_since_recent_bc,0.0,0.0,24.0,19.0,5.0,2015,lightgbm
mths_since_rcnt_il,0.0,0.0,24.0,19.0,5.0,2015,lightgbm
mths_since_recent_bc_dlq,0.0,0.0,24.0,19.0,5.0,2015,lightgbm
mths_since_recent_inq,0.0,0.0,24.0,19.0,5.0,2015,lightgbm
open_acc_6m,0.0,0.0,24.0,19.0,5.0,2015,lightgbm
